MCU,SE,IBGE,UNIDADE,ENDERECO,COMPLEMENTO,NUMERO,BAIRRO,CIDADE,MUNICIPIO,UF,CEP
4695,CE,2311405,AC QUIXERAMOBIM,RUA CONEGO AURELIANO MOTA,0,444,CENTRO,QUIXERAMOBIM,QUIXERAMOBIM,CE,63800970
4789,CE,2311355,AC QUIXELO,RUA PEDRO GOMES ARAUJO,0,244,CENTRO,QUIXELO,QUIXELO,CE,63515970
4694,CE,2311306,AC QUIXADA,RUA FRANCISCO ENEAS DE LIMA,0,1957,CENTRO,QUIXADA,QUIXADA,CE,63900970
4808,CE,2311264,AC QUITERIANOPOLIS,RUA QUITERIA DE LIMA,0,71,CENTRO,QUITERIANOPOLIS,QUITERIANOPOLIS,CE,63650970
4834,CE,2311231,AC POTIRETAMA,RUA PADRE NEGREIROS,0,469,CENTRO,POTIRETAMA,POTIRETAMA,CE,62990970
4731,CE,2311207,AC POTENGI,RUA MANOEL MONTEIRO,0,364,CENTRO,POTENGI,POTENGI,CE,63160970
4730,CE,2311108,AC PORTEIRAS,RUA JOSE SOARES DA SILVA,LOJA A,12,CENTRO,PORTEIRAS,PORTEIRAS,CE,63270970
4796,CE,2310951,AC PIRES FERREIRA,RUA FREI JULIAN,0,,CENTRO,PIRES FERREIRA,PIRES FERREIRA,CE,62255970
4669,CE,2310902,AC PIQUET CARNEIRO,AVENIDA DOUTOR ALFREDO FERNANDES FRANCO,0,,CENTRO,PIQUET CARNEIRO,PIQUET CARNEIRO,CE,63605970
4780,CE,2310852,AC PINDORETAMA,AVENIDA CAPITAO NOGUEIRA,C,1203,CENTRO,PINDORETAMA,PINDORETAMA,CE,62860970
4699,CE,2310803,AC PEREIRO,RUA CAPITAO XAVIER,0,13,CENTRO,PEREIRO,PEREIRO,CE,63460970
4779,CE,2310704,AC PENTECOSTE,RUA ADOLFO CARNEIRO,0,1060,CENTRO,PENTECOSTE,PENTECOSTE,CE,62640970
4729,CE,2310605,AC PENAFORTE,RUA PADRE CICERO,0,57,CENTRO,PENAFORTE,PENAFORTE,CE,63280970
62540,CE,2312403,AC PECEM,RUA MARCIONILIA SAMPAIO,0,44,CENTRO,PECEM,SAO GONCALO DO AMARANTE,CE,62674973
4622,CE,2304400,AC PARANGABA,AVENIDA JOAO PESSOA,0,7189,PARANGABA,FORTALEZA,FORTALEZA,CE,60721970
4790,CE,2310407,AC PARAMOTI,RUA GONCALVES SOARES,0,96,CENTRO,PARAMOTI,PARAMOTI,CE,62736970
4739,CE,2310308,AC PARAMBU,RUA SANTA TEREZINHA,0,,CENTRO,PARAMBU,PARAMBU,CE,63680970
4807,CE,2310258,AC PARAIPABA,AVENIDA MARIA MOREIRA,0,163,CENTRO,PARAIPABA,PARAIPABA,CE,62685970
4778,CE,2310209,AC PARACURU,RUA CAPITAO JOSE TELES,0,592,CENTRO,PARACURU,PARACURU,CE,62680970
4777,CE,2310100,AC PALMACIA,PRACA 7 DE SETEMBRO,0,653,CENTRO,PALMACIA,PALMACIA,CE,62780970
4653,CE,2310001,AC PALHANO,PRACA DO MERCADO,0,23,CENTRO,PALHANO,PALHANO,CE,62910970
4770,CE,2309805,AC PACOTI,PRACA CLAUDEMIRO LOPES BEZERRA,0,662,CENTRO,PACOTI,PACOTI,CE,62770970
4625,CE,2309706,AC PACATUBA,RUA PRESIDENTE GETULIO VARGAS,0,145,CENTRO,PACATUBA,PACATUBA,CE,61801970
4757,CE,2309607,AC PACAJUS,RUA CORONEL CELSO NOGUEIRA,0,401,CENTRO,PACAJUS,PACAJUS,CE,62870970
4682,CE,2309508,AC OROS,RUA JOSE MATOS LEITE,0,121,CENTRO,OROS,OROS,CE,63520970
4836,CE,2309458,AC OCARA,AVENIDA CORONEL JOAO FELIPE,0,487,CENTRO,OCARA,OCARA,CE,62755970
4738,CE,2309409,AC NOVO ORIENTE,TRAVESSA QUINZE DE NOVEMBRO,0,13,CENTRO,NOVO ORIENTE,NOVO ORIENTE,CE,63740970
4681,CE,2309300,AC NOVA RUSSAS,RUA MANUEL PEIXOTO,0,151,CENTRO,NOVA RUSSAS,NOVA RUSSAS,CE,62200970
4728,CE,2309201,AC NOVA OLINDA,RUA JEREMIAS PEREIRA,0,566,CENTRO,NOVA OLINDA,NOVA OLINDA,CE,63165970
4713,CE,2309102,AC MULUNGU,RUA PADRE BENEDITO,0,,CENTRO,MULUNGU,MULUNGU,CE,62764970
4765,CE,2309003,AC MUCAMBO,RUA JOSE CLAUDIO DE ARAUJO,0,500,CENTRO,MUCAMBO,MUCAMBO,CE,62170970
4764,CE,2308906,AC MORRINHOS,RUA ABDORAL ROCHA ANEXO A,ANEXO A,12,CENTRO,MORRINHOS,MORRINHOS,CE,62550970
4763,CE,2308807,AC MORAUJO,AVENIDA PREFEITO RAIMUNDO BENICIO,0,,CENTRO,MORAUJO,MORAUJO,CE,62480970
4652,CE,2308708,AC MORADA NOVA,RUA CORONEL JOSE EPIFANIO,0,24,CENTRO,MORADA NOVA,MORADA NOVA,CE,62940970
4612,CE,2304400,AC MONTESE,AVENIDA PROFESSOR GOMES DE MATOS,0,798,MONTESE,FORTALEZA,FORTALEZA,CE,60410970
4737,CE,2308609,AC MONSENHOR TABOSA,AVENIDA HONORIO MELO,0,68,CENTRO,MONSENHOR TABOSA,MONSENHOR TABOSA,CE,63780970
4621,CE,2304400,AC MONDUBIM,AVENIDA C,0,330,PREFEITO JOSE WALTER,FORTALEZA,FORTALEZA,CE,60750970
4674,CE,2308500,AC MOMBACA,RUA JAIME BENEVIDES,0,123,CENTRO,MOMBACA,MOMBACA,CE,63610970
4677,CE,2308401,AC MISSAO VELHA,RUA JOSE SOBREIRA DA CRUZ,0,271,CENTRO,MISSAO VELHA,MISSAO VELHA,CE,63200970
4829,CE,2308377,AC MIRAIMA,RUA DOZE DE MAIO,0,183,CENTRO,MIRAIMA,MIRAIMA,CE,62530970
4725,CE,2308302,AC MILAGRES,RUA HELENA MENDONCA FIGUEIREDO,0,,CENTRO,MILAGRES,MILAGRES,CE,63250970
4619,CE,2304400,AC MESSEJANA,RUA JOAQUIM FELICIO,0,266,MESSEJANA,FORTALEZA,FORTALEZA,CE,60840970
4762,CE,2308203,AC MERUOCA,RUA MONSENHOR FURTADO CAVALCANTE,0,,CENTRO,MERUOCA,MERUOCA,CE,62130970
4675,CE,2308104,AC MAURITI,RUA JOSE QUINTINO,LOJA 17 E 19,172,CENTRO,MAURITI,MAURITI,CE,63210970
4761,CE,2308005,AC MASSAPE,RUA JOSE AMANCIO,0,440,CENTRO,MASSAPE,MASSAPE,CE,62140970
4759,CE,2307809,AC MARCO,RUA RIOS,0,,CENTRO,MARCO,MARCO,CE,62560970
4673,CE,2307700,AC MARANGUAPE,RUA CORONEL MANOEL PAULA,0,157,CENTRO,MARANGUAPE,MARANGUAPE,CE,61940970
4624,CE,2307650,AC MARACANAU,RUA MIGUEL ALVES,0,71,CENTRO,MARACANAU,MARACANAU,CE,61900970
4676,CE,2307635,AC MADALENA,RUA ANTONIO COSTA VIEIRA,0,889,CENTRO,MADALENA,MADALENA,CE,63860970
4651,CE,2307601,AC LIMOEIRO DO NORTE,PRACA JOSE OSTERNE,0,2452,CENTRO,LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,CE,62930970
4671,CE,2307502,AC LAVRAS DA MANGABEIRA,RUA MAJOR ILDEFONSO,0,154,CENTRO,LAVRAS DA MANGABEIRA,LAVRAS DA MANGABEIRA,CE,63300970
4784,CE,2306603,AC LAGOA DO MATO,RUA TRAJANO HONORATO,0,,CENTRO,LAGOA DO MATO,ITATIRA,CE,62725970
4797,CE,2303709,AC JUREMA,AVENIDA SAO VICENTE DE PAULA,LOJA 20 SHOPPING JUREMA,101,MARECHAL RONDON JUREMA,CAUCAIA,CAUCAIA,CE,61652971
4693,CE,2307403,AC JUCAS,RUA JOAQUIM VIEIRA NOBRE,0,337,CENTRO,JUCAS,JUCAS,CE,63580970
4670,CE,2307304,AC JUAZEIRO DO NORTE,RUA DA CONCEICAO,0,354,CENTRO,JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,CE,63010970
4817,CE,2307254,AC JERICOACOARA,AVENIDA MANOEL TEIXEIRA,0,89,CENTRO,JIJOCA DE JERICOACOARA,JIJOCA DE JERICOACOARA,CE,62598970
4722,CE,2307205,AC JATI,RUA SABINO PEREIRA,0,97,CENTRO,JATI,JATI,CE,63275970
4720,CE,2307106,AC JARDIM,PRACA PROFESSOR JOAQUIM ALVES,0,30,CENTRO,JARDIM,JARDIM,CE,63290970
4650,CE,2307007,AC JAGUARUANA,AVENIDA DOUTOR ANTONIO DA ROCHA FREITAS,0,1418,CENTRO,JAGUARUANA,JAGUARUANA,CE,62823970
4668,CE,2306900,AC JAGUARIBE,RUA SAVINO BARREIRA,0,623,CENTRO,JAGUARIBE,JAGUARIBE,CE,63475970
4649,CE,2306801,AC JAGUARIBARA,RUA PAULA CLOTILDE,0,413,CENTRO,JAGUARIBARA,JAGUARIBARA,CE,63490970
4648,CE,2306702,AC JAGUARETAMA,RUA TRISTAO GONCALVES,0,426,CENTRO,JAGUARETAMA,JAGUARETAMA,CE,63480970
4743,CE,2306553,AC ITAREMA,AVENIDA JOAO BATISTA RIOS,TERREO,1445,CENTRO,ITAREMA,ITAREMA,CE,62590970
4661,CE,2306504,AC ITAPIUNA,RUA SAO FRANCISCO,0,71,CENTRO,ITAPIUNA,ITAPIUNA,CE,62740970
4665,CE,2306405,AC ITAPIPOCA,AVENIDA ANASTACIO BRAGA,0,478,CENTRO,ITAPIPOCA,ITAPIPOCA,CE,62500970
4708,CE,2306306,AC ITAPAGE,RUA MAJOR JOAQUIM ALEXANDRE,0,124,CENTRO,ITAPAJE,ITAPAJE,CE,62600970
4822,CE,2306256,AC ITAITINGA,RUA MIGUEL FERNANDES MOREIRA,0,10,CENTRO,ITAITINGA,ITAITINGA,CE,61880970
4647,CE,2306207,AC ITAICABA,RUA CORONEL JOAO BATISTA LIMA,0,176,CENTRO,ITAICABA,ITAICABA,CE,62820970
4756,CE,2306108,AC IRAUCUBA,AVENIDA PAULO BASTOS,0,262,CENTRO,IRAUCUBA,IRAUCUBA,CE,62620970
4646,CE,2306009,AC IRACEMA,RUA FRANCISCO DAS CHAGAS MAGALHAES,0,241,CENTRO,IRACEMA,IRACEMA,CE,62980970
4663,CE,2305803,AC IPU,RUA CORONEL LIBERALINO,0,1332,CENTRO,IPU,IPU,CE,62250970
4689,CE,2305704,AC IPAUMIRIM,RUA PREFEITO ALEXANDRE GONCALVES,0,289,CENTRO,IPAUMIRIM,IPAUMIRIM,CE,63340970
4801,CE,2305654,AC IPAPORANGA,RUA RAIMUNDO EVARISTO,0,193,CENTRO,IPAPORANGA,IPAPORANGA,CE,62215970
4735,CE,2305605,AC INDEPENDENCIA,RUA DAS PEDRINHAS,0,119,CENTRO,INDEPENDENCIA,INDEPENDENCIA,CE,63640970
4659,CE,2305506,AC IGUATU,RUA DOUTOR JOAO PESSOA,0,811,CENTRO,IGUATU,IGUATU,CE,63500970
4727,CE,2304400,AC IGUATEMI,AVENIDA WASHINGTON SOARES,LOJA 115 A,85,EDSON QUEIROZ,FORTALEZA,FORTALEZA,CE,60811970
4658,CE,2305407,AC ICO,AVENIDA ILIDIO SAMPAIO,0,1744,CENTRO,ICO,ICO,CE,63430970
62542,CE,2303709,AC ICARAI,AVENIDA CENTRAL,SALAS 2 A 8,915,ICARAI,CAUCAIA,CAUCAIA,CE,61620976
4644,CE,2305357,AC ICAPUI,RUA JOSE BIRU,0,1235,CENTRO,ICAPUI,ICAPUI,CE,62810970
4828,CE,2305332,AC IBICUITINGA,RUA JOSE DAMASCENO,0,1688,CENTRO,IBICUITINGA,IBICUITINGA,CE,62955970
4755,CE,2305308,AC IBIAPINA,RUA JOAO SABINO,0,,CENTRO,IBIAPINA,IBIAPINA,CE,62360970
4827,CE,2305266,AC IBARETAMA,AVENIDA JOAO DE ALMEIDA,0,276,CENTRO,IBARETAMA,IBARETAMA,CE,63970970
4826,CE,2305233,AC HORIZONTE,AVENIDA PRESIDENTE CASTELO BRANCO,0,4106,CENTRO,HORIZONTE,HORIZONTE,CE,62880970
4754,CE,2305209,AC HIDROLANDIA,AVENIDA CLAUDIO CAMELO TIMBO,0,1130,CENTRO,HIDROLANDIA,HIDROLANDIA,CE,62270970
4753,CE,2305001,AC GUARACIABA DO NORTE,PRACA NOVE  DE  JANEIRO,0,30,CENTRO,GUARACIABA DO NORTE,GUARACIABA DO NORTE,CE,62380970
4724,CE,2304954,AC GUAIUBA,RUA CORONEL JOAO MENDES,0,75,CENTRO,GUAIUBA,GUAIUBA,CE,61890970
4752,CE,2304905,AC GROAIRAS,RUA MONSENHOR LINHARES,0,160,CENTRO,GROAIRAS,GROAIRAS,CE,62190970
4719,CE,2304806,AC GRANJEIRO,TRAVESSA DOS GREGORIOS,0,30,CENTRO,GRANJEIRO,GRANJEIRO,CE,63230970
4751,CE,2304707,AC GRANJA,RUA FRANCISCO SOUSA,0,476,CENTRO,GRANJA,GRANJA,CE,62430970
4783,CE,2304608,AC GENERAL SAMPAIO,RUA JOSE SEVERINO FILHO ANEXO A,ANEXO A,164,CENTRO,GENERAL SAMPAIO,GENERAL SAMPAIO,CE,62738970
4750,CE,2304509,AC FRECHEIRINHA,RUA JOAQUIM PEREIRA,0,764,CENTRO,FRECHEIRINHA,FRECHEIRINHA,CE,62340970
4608,CE,2304400,AC FRANCISCO SA,AVENIDA BEZERRA DE MENEZES,0,,FARIAS BRITO,FORTALEZA,FORTALEZA,CE,60325972
4717,CE,2304301,AC FARIAS BRITO,RUA IMACULADA CONCEICAO,0,79,CENTRO,FARIAS BRITO,FARIAS BRITO,CE,63185970
4700,CE,2304277,AC ERERE,RUA PADRE DANIEL FERNANDES,0,158,CENTRO,ERERE,ERERE,CE,63470970
4833,CE,2304269,AC DEPUTADO IRAPUAN PINHEIRO,RUA RAQUEL MAGALHAES,0,69,CENTRO,DEPUTADO IRAPUAN PINHEIRO,DEPUTADO IRAPUAN PINHEIRO,CE,63645970
4816,CE,2304251,AC CRUZ,RUA JOAO PEREIRA,0,27,CENTRO,CRUZ,CRUZ,CE,62595970
4643,CE,2304202,AC CRATO,RUA TRISTAO GONCALVES,0,399,CENTRO,CRATO,CRATO,CE,63100970
4642,CE,2304103,AC CRATEUS,PRACA JOAO MELO CAVALCANTE,0,478,CENTRO,CRATEUS,CRATEUS,CE,63700970
4749,CE,2304004,AC COREAU,RUA ALFERES RAIMUNDO LEOPOLDO,0,431,CENTRO,COREAU,COREAU,CE,62160970
4811,CE,2304400,AC CONJUNTO CEARA,AVENIDA ALANIS MARIA LAURINDO DE OLIVEIR,CENTRO CULTURAL PATATIVA DO ASSARE LJ 01,711,CONJUNTO CEARA,FORTALEZA,FORTALEZA,CE,60533970
4838,CE,2303931,AC CHORO,RUA CORONEL JOAO PARACAMPOS,0,1306,ALTOS DO CRUZEIRO,CHORO,CHORO,CE,63950970
4748,CE,2303907,AC CHAVAL,RUA EDUARDO MOTA,0,249,CENTRO,CHAVAL,CHAVAL,CE,62420970
4597,CE,2304400,AC CENTRAL DE FORTALEZA,RUA SENADOR ALENCAR,0,38,CENTRO,FORTALEZA,FORTALEZA,CE,60030970
4640,CE,2303808,AC CEDRO,RUA ADAUTO CASTELO,0,233,CENTRO,CEDRO,CEDRO,CE,63400970
4599,CE,2303709,AC CAUCAIA,RUA CORONEL CORREIA,0,1499,CENTRO,CAUCAIA,CAUCAIA,CE,61600970
4769,CE,2303659,AC CATUNDA,AVENIDA DE SETEMBRO,0,781,CENTRO,CATUNDA,CATUNDA,CE,62297970
4686,CE,2303600,AC CATARINA,RUA FRUTUOSO RODRIGUES,0,169,CENTRO,CATARINA,CATARINA,CE,63595970
4690,CE,2303501,AC CASCAVEL,PRACA HORACIO BESSA,0,2163,CENTRO,CASCAVEL,CASCAVEL,CE,62850970
4747,CE,2303402,AC CARNAUBAL,RUA SIMPLICIO DAMASCENO,0,143,CENTRO,CARNAUBAL,CARNAUBAL,CE,62375970
4685,CE,2303303,AC CARIUS,RUA RAUL NOGUEIRA,0,,CENTRO,CARIUS,CARIUS,CE,63530970
4716,CE,2303204,AC CARIRIACU,RUA CARLOS MORAIS,0,330,CENTRO,CARIRIACU,CARIRIACU,CE,63220970
4746,CE,2303105,AC CARIRE,AVENIDA DEPUTADO ELISIO AGUIAR,0,285,CENTRO,CARIRE,CARIRE,CE,62184970
4660,CE,2302909,AC CAPISTRANO,RUA CORONEL FRANCISCO NUNES CAVALCANTE,0,,CENTRO,CAPISTRANO,CAPISTRANO,CE,62748970
59090,CE,2301109,AC CANOA QUEBRADA,RUA DRAGAO DO MAR,0,1999,CANOA QUEBRADA,ARACATI,ARACATI,CE,62800976
4634,CE,2302800,AC CANINDE,RUA ROMEU MARTINS,0,154,CENTRO,CANINDE,CANINDE,CE,62700970
4633,CE,2302701,AC CAMPOS SALES,TRAVESSA VICENTE ALEXANDRINO,0,259,CENTRO,CAMPOS SALES,CAMPOS SALES,CE,63150970
4632,CE,2302602,AC CAMOCIM,RUA GENERAL SAMPAIO,0,33,CENTRO,CAMOCIM,CAMOCIM,CE,62400970
4630,CE,2302503,AC BREJO SANTO,RUA TIBURTINO INACIO,0,44,CENTRO,BREJO SANTO,BREJO SANTO,CE,63260970
4657,CE,2302404,AC BOA VIAGEM,PRACA MONSENHOR JOSE CANDIDO,0,170,CENTRO,BOA VIAGEM,BOA VIAGEM,CE,63870970
4745,CE,2302305,AC BELA CRUZ,RUA HUMAITA,0,259,CENTRO,BELA CRUZ,BELA CRUZ,CE,62570970
4631,CE,2302206,AC BEBERIBE,RUA JOSE DE PAULA PEROBA,ESQUINA COM A MONSNEHOR DOURADO,,CENTRO,BEBERIBE,BEBERIBE,CE,62840970
4620,CE,2302107,AC BATURITE,AVENIDA SETE DE SETEMBRO,0,1014,CENTRO,BATURITE,BATURITE,CE,62760970
4824,CE,2302057,AC BARROQUINHA,AVENIDA MARIA DIAMANTINA VERAS,TERREO,1011,CENTRO,BARROQUINHA,BARROQUINHA,CE,62410970
4712,CE,2302008,AC BARRO,RUA FIRMINO TAVARES,0,210,CENTRO,BARRO,BARRO,CE,63380970
4835,CE,2301950,AC BARREIRA,AVENIDA LUCIO TORRES,0,622,CENTRO,BARREIRA,BARREIRA,CE,62795970
4618,CE,2301901,AC BARBALHA,RUA SANTOS DUMONT,0,110,CENTRO,BARBALHA,BARBALHA,CE,63090970
4604,CE,2304400,AC BARAO DE STUDART,AVENIDA BARAO DE STUDART,LOJA AB,1864,ALDEOTA,FORTALEZA,FORTALEZA,CE,60120970
4832,CE,2301851,AC BANABUIU,AVENIDA ADILIA CAJAZEIRAS DE SA,TERREO,268,CENTRO,BANABUIU,BANABUIU,CE,63960970
4684,CE,2301802,AC BAIXIO,AVENIDA LUCAS RICARTE DE ALENCAR,0,158,CENTRO,BAIXIO,BAIXIO,CE,63320970
4711,CE,2301703,AC AURORA,RUA BOA VISTA,0,39,CENTRO,AURORA,AURORA,CE,63360970
4782,CE,2301505,AC ARNEIROZ,RUA DUQUE DE CAXIAS,0,86,CENTRO,ARNEIROZ,ARNEIROZ,CE,63670970
4629,CE,2301406,AC ARATUBA,AVENIDA ARLINDO MEDINA,0,279,CENTRO,ARATUBA,ARATUBA,CE,62762970
4802,CE,2301257,AC ARARENDA,AVENIDA SAO VICENTE DE PAULA,0,772,CENTRO,ARARENDA,ARARENDA,CE,62210970
4627,CE,2301208,AC ARACOIABA,RUA RAIMUNDO DE CASTRO,0,161,CENTRO,ARACOIABA,ARACOIABA,CE,62750970
4610,CE,2301109,AC ARACATI,RUA CORONEL ALEXANZITO,0,1192,CENTRO,ARACATI,ARACATI,CE,62800970
4598,CE,2301000,AC AQUIRAZ,AVENIDA SANTOS DUMONT,0,111,CENTRO,AQUIRAZ,AQUIRAZ,CE,61700970
4626,CE,2300903,AC APUIARES,RUA VINTE  E  CINCODE JANEIRO,0,99,CENTRO,APUIARES,APUIARES,CE,62630970
4709,CE,2300804,AC ANTONINA DO NORTE,RUA ROSENO DE MATOS,0,54,CENTRO,ANTONINA DO NORTE,ANTONINA DO NORTE,CE,63570970
4758,CE,2300754,AC AMONTADA,RUA JOSE ALVES DE OLIVEIRA,0,390,CENTRO,AMONTADA,AMONTADA,CE,62540970
4641,CE,2300705,AC ALTO SANTO,RUA JOAQUIM DE PAULA,0,74,CENTRO,ALTO SANTO,ALTO SANTO,CE,62970970
4786,CE,2300606,AC ALTANEIRA,RUA JOAQUIM SOARES DA SILVA,0,357,CENTRO,ALTANEIRA,ALTANEIRA,CE,63195970
4609,CE,2304400,AC ALENCARINA,AVENIDA OLIVEIRA PAIVA,0,2800,CAMBEBA,FORTALEZA,FORTALEZA,CE,60822970
4810,CE,2304400,AC ALDEOTA,RUA MARIA TOMASIA,0,683,ALDEOTA,FORTALEZA,FORTALEZA,CE,60150970
4744,CE,2300507,AC ALCANTARAS,RUA ANTONINO CUNHA,0,,CENTRO,ALCANTARAS,ALCANTARAS,CE,62120970
4683,CE,2300408,AC AIUABA,RUA JOSE FERREIRA BARBOSA,TERREO,50,BOA VISTA,AIUABA,AIUABA,CE,63575970
4602,CE,2300309,AC ACOPIARA,RUA PAULINO FELIX,0,99,CENTRO,ACOPIARA,ACOPIARA,CE,63560970
4742,CE,2300200,AC ACARAU,RUA EXPEDITO JOSE SOUSA FARIAS,0,177,CENTRO,ACARAU,ACARAU,CE,62580970
4635,CE,2300150,AC ACARAPE,RUA JOSE GUILHERME,0,,CENTRO,ACARAPE,ACARAPE,CE,62785970
4639,CE,2313807,AC URUBURETAMA,RUA FRANCISCO FERREIRA FONTENELES,0,292,CENTRO,URUBURETAMA,URUBURETAMA,CE,62650970
4740,CE,2311009,AC PORANGA,RUA SARGENTO MANOEL J BEZERRA,0,145,CENTRO,PORANGA,PORANGA,CE,62220970
4666,CE,2310506,AC PEDRA BRANCA,RUA AUGUSTO VIEIRA TORRES,0,12,CENTRO,PEDRA BRANCA,PEDRA BRANCA,CE,63630970
4616,CE,2309904,AC PACUJA,RUA VINTE E DOIS DE SETEMBRO,0,,CENTRO,PACUJA,PACUJA,CE,62180970
4625,CE,2309706,AC PACATUBA,RUA PRESIDENTE GETULIO VARGAS,0,145,CENTRO,PACATUBA,PACATUBA,CE,61801970
4680,CE,2308351,AC MILHA,AVENIDA DOUTOR WILSON PINHEIRO,0,209,CENTRO,MILHA,MILHA,CE,63635970
4664,CE,2305902,AC IPUEIRAS,RUA VICENTE FERREIRA LIMA,0,267,CENTRO,IPUEIRAS,IPUEIRAS,CE,62230970
4706,CE,2305100,AC GUARAMIRANGA,RUA JOAQUIM ALVES NOGUEIRA,0,400,CENTRO,GUARAMIRANGA,GUARAMIRANGA,CE,62766970
4771,CE,2304657,AC GRACA,RUA MANOEL MATIAS LIMA,0,,CENTRO,GRACA,GRACA,CE,62365970
4788,CE,2304350,AC FORQUILHA,AVENIDA CRIANCA DANTE VALERIO,0,290,CENTRO,FORQUILHA,FORQUILHA,CE,62115970
4645,CE,2304285,AC EUSEBIO,"AVENIDA EUSEBIO DE QUEIROZ, 2880 LOJA 20",PALMARES OPEN MALL LOJA 20,2880,COITE,EUSEBIO,EUSEBIO,CE,61765970
4799,CE,2304236,AC CROATA,RUA LUIS DE PINHO,0,284,CENTRO,CROATA,CROATA,CE,62390970
4672,CE,2303006,AC CARIDADE,RUA GABRIELA ALENCAR SANTIAGO,0,35,CENTRO,CARIDADE,CARIDADE,CE,62730970
4614,CE,2301604,AC ASSARE,RUA EUCLIDES ONOFRE,0,138,CENTRO,ASSARE,ASSARE,CE,63140970
4710,CE,2301307,AC ARARIPE,RUA ALEXANDRE ARRAIS,0,890,CENTRO,ARARIPE,ARARIPE,CE,63170970
4705,CE,2300101,AC ABAIARA,RUA JOSE LEITE MARTINS,0,35,CENTRO,ABAIARA,ABAIARA,CE,63240970
5834,ES,3205200,AC VILA VELHA,RUA ARARIBOIA,0,392,CENTRO DE VILA VELHA,VILA VELHA,VILA VELHA,ES,29100970
5814,ES,3205176,AC VILA VALERIO,RUA MARIA DOLORES TAVARES BONELA,0,41,CENTRO,VILA VALERIO,VILA VALERIO,ES,29785970
5886,ES,3205150,AC VILA PAVAO,RUA VASCO FERNANDES COUTINHO,0,39,CENTRO,VILA PAVAO,VILA PAVAO,ES,29843970
5851,ES,3205069,AC VENDA NOVA DO IMIGRANTE,AVENIDA DOMINGOS PERIM,LOJA 2,394,CENTRO,VENDA NOVA DO IMIGRANTE,VENDA NOVA DO IMIGRANTE,ES,29375970
5847,ES,3205036,AC VARGEM ALTA,RUA PAULINO FRANCISCO MOREIRA,0,142,CENTRO,VARGEM ALTA,VARGEM ALTA,ES,29295970
5888,ES,3205010,AC SOORETAMA,RUA VITORIO BOBBIO,0,423,CENTRO,SOORETAMA,SOORETAMA,ES,29927970
58359,ES,3205200,AC SHOPPING PRAIA DA COSTA,AVENIDA DOUTOR OLIVIO LIRA,PISO G1 LOJA 6,353,PRAIA DA COSTA,VILA VELHA,VILA VELHA,ES,29101970
47166,ES,3205309,AC SHOPPING NORTE SUL,AVENIDA JOSE MARIA VIVACQUA SANTOS,LOJA 109,400,JARDIM CAMBURI,VITORIA,VITORIA,ES,29092970
5833,ES,3205002,AC SERRA,AVENIDA GETULIO VARGAS,LOJA 103,332,SERRA CENTRO,SERRA,SERRA,ES,29176970
33249,ES,3204955,AC SAO ROQUE DO CANAA,"RODOVIA ARMANDO MARTINELLI, 352",0,0,CENTRO,SAO ROQUE DO CANAA,SAO ROQUE DO CANAA,ES,29665970
5832,ES,3204906,AC SAO MATEUS,AVENIDA JONES DOS SANTOS NEVES,0,134,CENTRO,SAO MATEUS,SAO MATEUS,ES,29930970
5849,ES,3204708,AC SAO GABRIEL DA PALHA,RUA FRANCISCO PEREIRA DO NASCIMENTO,0,43,CENTRO,SAO GABRIEL DA PALHA,SAO GABRIEL DA PALHA,ES,29780970
5801,ES,3204658,AC SAO DOMINGOS DO NORTE,AVENIDA HONORIO FRAGA,0,288,CENTRO,SAO DOMINGOS DO NORTE,SAO DOMINGOS DO NORTE,ES,29745970
5826,ES,3204609,AC SANTA TERESA,RUA CORONEL BONFIM JUNIOR,0,230,CENTRO,SANTA TERESA,SANTA TERESA,ES,29650970
5862,ES,3204559,AC SANTA MARIA DO JETIBA,RUA HENRIQUE POTRATZ,SALA 101,15,CENTRO,SANTA MARIA DE JETIBA,SANTA MARIA DE JETIBA,ES,29645970
5796,ES,3204500,AC SANTA LEOPOLDINA,AVENIDA PREFEITO HELIO ROCHA,0,1121,CENTRO,SANTA LEOPOLDINA,SANTA LEOPOLDINA,ES,29640970
5861,ES,3204401,AC RIO NOVO DO SUL,RUA FERNANDO DE ABREU,0,35,CENTRO,RIO NOVO DO SUL,RIO NOVO DO SUL,ES,29290970
5835,ES,3204351,AC RIO BANANAL,RUA REINALDO PELLA,0,59,SAO SEBASTIAO,RIO BANANAL,RIO BANANAL,ES,29920970
5860,ES,3204302,AC PRESIDENTE KENNEDY,RUA ATILA VIVACQUA,0,21,CENTRO,PRESIDENTE KENNEDY,PRESIDENTE KENNEDY,ES,29350970
47179,ES,3202405,AC PRAIA DO MORRO,"RUA OLIVIO ANTONIO NOVAES, 344",0,0,PRAIA DO MORRO,GUARAPARI,GUARAPARI,ES,29216970
424551,ES,3205309,AC PRAIA DO CANTO,AVENIDA RIO BRANCO,LOJA 1,1383,PRAIA DO CANTO,VITORIA,VITORIA,ES,29055970
47163,ES,3204252,AC PONTO BELO,AVENIDA SEBASTIAO RABELO,0,128,CENTRO,PONTO BELO,PONTO BELO,ES,29885970
