MCU,SE,IBGE,UNIDADE,ENDERECO,COMPLEMENTO,NUMERO,BAIRRO,CIDADE,MUNICIPIO,UF,CEP
20516,RS,4304663,AC CAPAO DO LEAO,AVENIDA NARCISO SILVA,0,1796,CENTRO,CAPAO DO LEAO,CAPAO DO LEAO,RS,96160970
425209,RS,4304655,AC CAPAO DO CIPO,AVENIDA TANCREDO NEVES,SALA A,1063,CENTRO,CAPAO DO CIPO,CAPAO DO CIPO,RS,97753971
20397,RS,4304630,AC CAPAO DA CANOA,RUA ANDIRA,SALAS 2,497,CENTRO,CAPAO DA CANOA,CAPAO DA CANOA,RS,95555970
425212,RS,4304614,AC CANUDOS DO VALE,RUA JOAO JOSE BRIESCH,0,400,CENTRO,CANUDOS DO VALE,CANUDOS DO VALE,RS,95933971
20392,RS,4304606,AC CANOAS,RUA QUINZE DE JANEIRO,0,61,CENTRO,CANOAS,CANOAS,RS,92010970
20512,RS,4304507,AC CANGUCU,RUA JULIO DE CASTILHOS,0,1360,CENTRO,CANGUCU,CANGUCU,RS,96600970
20470,RS,4304408,AC CANELA,RUA DONA CARLINDA,0,130,CENTRO,CANELA,CANELA,RS,95680970
20559,RS,4304358,AC CANDIOTA,RUA VINTE DE SETEMBRO,SALAS 09,721,VILA OPERARIA,CANDIOTA,CANDIOTA,RS,96495970
20607,RS,4304309,AC CANDIDO GODOI,RUA PADRE BENEDITO MUSTER,0,38,CENTRO,CANDIDO GODOI,CANDIDO GODOI,RS,98970970
20500,RS,4304200,AC CANDELARIA,RUA SETE DE SETEMBRO,0,243,CENTRO,CANDELARIA,CANDELARIA,RS,96930970
20526,RS,4314902,AC CAMPUS UFRGS,AVENIDA BENTO GONCALVES,0,9500,AGRONOMIA,PORTO ALEGRE,PORTO ALEGRE,RS,91501970
20704,RS,4304101,AC CAMPOS BORGES,AVENIDA MAURICIO CARDOSO,0,310,CENTRO,CAMPOS BORGES,CAMPOS BORGES,RS,99435970
20625,RS,4304002,AC CAMPO NOVO,RUA BRAGA,0,324,CENTRO,CAMPO NOVO,CAMPO NOVO,RS,98570970
20389,RS,4303905,AC CAMPO BOM,AVENIDA PRESIDENTE VARGAS,0,52,CENTRO,CAMPO BOM,CAMPO BOM,RS,93701970
20424,RS,4303806,AC CAMPINAS DO SUL,AVENIDA MAURICIO CARDOSO,0,420,CENTRO,CAMPINAS DO SUL,CAMPINAS DO SUL,RS,99660970
20606,RS,4303707,AC CAMPINA DAS MISSOES,AVENIDA SANTA TEREZA,0,654,CENTRO,CAMPINA DAS MISSOES,CAMPINA DAS MISSOES,RS,98975970
61779,RS,4303673,AC CAMPESTRE DA SERRA,RUA EMILIO COSTA,SALAS 03,30,CENTRO,CAMPESTRE DA SERRA,CAMPESTRE DA SERRA,RS,95255971
20469,RS,4303608,AC CAMBARA DO SUL,RUA GETULIO VARGAS,0,937,CENTRO,CAMBARA DO SUL,CAMBARA DO SUL,RS,95480970
20718,RS,4303558,AC CAMARGO,AVENIDA BRASIL,0,890,CENTRO,CAMARGO,CAMARGO,RS,99165970
20387,RS,4303509,AC CAMAQUA,AVENIDA OLAVO MORAES,0,837,CENTRO,CAMAQUA,CAMAQUA,RS,96780970
20624,RS,4303400,AC CAICARA,AVENIDA BRASIL,0,785,CENTRO,CAICARA,CAICARA,RS,98440970
20605,RS,4303301,AC CAIBATE,AVENIDA PADRE REUS,0,1645,CENTRO,CAIBATE,CAIBATE,RS,97930970
20422,RS,4303202,AC CACIQUE DOBLE,AVENIDA KAIGANG,0,113,CENTRO,CACIQUE DOBLE,CACIQUE DOBLE,RS,99860970
20364,RS,4303103,AC CACHOEIRINHA,AVENIDA GENERAL FLORES DA CUNHA,0,1330,VILA IMBUI,CACHOEIRINHA,CACHOEIRINHA,RS,94901970
20384,RS,4303004,AC CACHOEIRA DO SUL,RUA SALDANHA MARINHO,0,1316,CENTRO,CACHOEIRA DO SUL,CACHOEIRA DO SUL,RS,96508970
20564,RS,4302907,AC CACEQUI,RUA SALGADO FILHO,0,285,CENTRO,CACEQUI,CACEQUI,RS,97450970
20647,RS,4302808,AC CACAPAVA DO SUL,RUA SETE DE SETEMBRO,0,463,CENTRO,CACAPAVA DO SUL,CACAPAVA DO SUL,RS,96570970
20499,RS,4302709,AC BUTIA,AVENIDA PIRATINI,0,310,CENTRO,BUTIA,BUTIA,RS,96750970
20669,RS,4302659,AC BROCHIER,RUA IRMAOS BROCHIER,0,166,CENTRO,BROCHIER,BROCHIER,RS,95790970
20623,RS,4302600,AC BRAGA,AVENIDA MARECHAL FLORIANO PEIXOTO,SALA 01,372,CENTRO,BRAGA,BRAGA,RS,98560970
46804,RS,4302584,AC BOZANO,RUA SILVIO FREDERICO CECCATTO,0,108,CENTRO,BOZANO,BOZANO,RS,98733972
20604,RS,4302501,AC BOSSOROCA,RUA JOAO GONCALVES,0,296,CENTRO,BOSSOROCA,BOSSOROCA,RS,97850970
20719,RS,4302451,AC BOQUEIRAO DO LEAO,RUA SAO PEDRO,0,151,CENTRO,BOQUEIRAO DO LEAO,BOQUEIRAO DO LEAO,RS,95920970
236818,RS,4304606,AC BOQUEIRAO,RUA MAJOR SEZEFREDO,0,1240,MARECHAL RONDON,CANOAS,CANOAS,RS,92020970
20498,RS,4302402,AC BOM RETIRO DO SUL,RUA SENADOR PINHEIRO MACHADO,0,195,CENTRO,BOM RETIRO DO SUL,BOM RETIRO DO SUL,RS,95870970
426473,RS,4302378,AC BOM PROGRESSO,AV CASTELO BRANCO 1323,0,1323,CENTRO,BOM PROGRESSO,BOM PROGRESSO,RS,98575971
20542,RS,4302352,AC BOM PRINCIPIO,RUA VINTE E CINCO DE JULHO,0,235,CENTRO,BOM PRINCIPIO,BOM PRINCIPIO,RS,95765970
20468,RS,4302303,AC BOM JESUS,RUA JULIO DE CASTILHO,0,436,CENTRO,BOM JESUS,BOM JESUS,RS,95290970
20527,RS,4314902,AC BOM FIM,AVENIDA VENANCIO AIRES,0,1096,FARROUPILHA,PORTO ALEGRE,PORTO ALEGRE,RS,90041970
61781,RS,4302253,AC BOA VISTA DO SUL,RUA VINTE E DOIS DE OUTUBRO,SALAS 02,112,CENTRO,BOA VISTA DO SUL,BOA VISTA DO SUL,RS,95727972
425961,RS,4302238,AC BOA VISTA DO INCRA,AVENIDA HERACLIDES DE LIMA GOMES,0,2014,CENTRO,BOA VISTA DO INCRA,BOA VISTA DO INCRA,RS,98120971
426264,RS,4302220,AC BOA VISTA DO CADEADO,AVENIDA FRANCISCO BARASUOL,0,145,CENTRO,BOA VISTA DO CADEADO,BOA VISTA DO CADEADO,RS,98118971
20603,RS,4302204,AC BOA VISTA DO BURICA,RUA SALZANO VIEIRA DA CUNHA,0,105,CENTRO,BOA VISTA DO BURICA,BOA VISTA DO BURICA,RS,98918970
20747,RS,4302154,AC BOA VISTA DAS MISSOES,RUA VINTE DE MARCO,FUNDOS,932,CENTRO,BOA VISTA DAS MISSOES,BOA VISTA DAS MISSOES,RS,98335970
20377,RS,4302105,AC BENTO GONCALVES,RUA GENERAL OSORIO,0,101,CENTRO,BENTO GONCALVES,BENTO GONCALVES,RS,95700970
425206,RS,4302055,AC BENJAMIN CONSTANT DO SUL,AVENIDA ERNESTO GABOARDI,0,219,CENTRO,BENJAMIN CONSTANT DO SUL,BENJAMIN CONSTANT DO SUL,RS,99650971
20497,RS,4302006,AC BARROS CASSAL,AVENIDA CEFERINO BARBOSA,0,285,CENTRO,BARROS CASSAL,BARROS CASSAL,RS,99360970
20421,RS,4301800,AC BARRACAO,AVENIDA BRASILIA,0,441,CENTRO,BARRACAO,BARRACAO,RS,95370970
46280,RS,4301958,AC BARRA FUNDA,AVENIDA VINTE E QUATRO DE MARCO,0,712,CENTRO,BARRA FUNDA,BARRA FUNDA,RS,99585970
20385,RS,4301909,AC BARRA DO RIBEIRO,RUA MAURICIO CARDOSO,0,268,CENTRO,BARRA DO RIBEIRO,BARRA DO RIBEIRO,RS,92870970
60159,RS,4301875,AC BARRA DO QUARAI,RUA SALUSTYANO MARTY,0,693,CENTRO,BARRA DO QUARAI,BARRA DO QUARAI,RS,97538971
20745,RS,4301859,AC BARRA DO GUARITA,RUA SALGADO FILHO,0,53,CENTRO,BARRA DO GUARITA,BARRA DO GUARITA,RS,98530970
51854,RS,4301750,AC BARAO DO TRIUNFO,RUA TACINARI CASARE,0,241,CENTRO,BARAO DO TRIUNFO,BARAO DO TRIUNFO,RS,96735971
20420,RS,4301701,AC BARAO DE COTEGIPE,RUA  JOSE BONIFACIO,ESQUINA RUA FLORESTA 10,522,CENTRO,BARAO DE COTEGIPE,BARAO DE COTEGIPE,RS,99740970
20678,RS,4301651,AC BARAO,RUA LEONARDO CELSO MOMBACH,0,68,CENTRO,BARAO,BARAO,RS,95730970
20393,RS,4301636,AC BALNEARIO PINHAL,AVENIDA ITALIA,0,2995,CENTRO,BALNEARIO PINHAL,BALNEARIO PINHAL,RS,95599970
20370,RS,4301602,AC BAGE,AVENIDA GENERAL OSORIO,0,1251,CENTRO,BAGE,BAGE,RS,96400970
20369,RS,4314902,AC AZENHA,AVENIDA PROFESSOR OSCAR PEREIRA,0,44,AZENHA,PORTO ALEGRE,PORTO ALEGRE,RS,90631970
20715,RS,4301552,AC AUREA,AVENIDA RIO DE JANEIRO,0,270,CENTRO,AUREA,AUREA,RS,99835970
20465,RS,4301404,AC ARVOREZINHA,RUA OSVALDO ARANHA,0,215,CENTRO,ARVOREZINHA,ARVOREZINHA,RS,95995970
20367,RS,4301305,AC ARROIO GRANDE,RUA JULIO DE CASTILHO,0,543,CENTRO,ARROIO GRANDE,ARROIO GRANDE,RS,96330970
20383,RS,4301107,AC ARROIO DOS RATOS,AVENIDA ESPANHA,0,420,CENTRO,ARROIO DOS RATOS,ARROIO DOS RATOS,RS,96740970
20496,RS,4301206,AC ARROIO DO TIGRE,RUA MARECHAL CASTELO BRANCO,0,467,CENTRO,ARROIO DO TIGRE,ARROIO DO TIGRE,RS,96950970
20683,RS,4301057,AC ARROIO DO SAL,RUA ALEGRETE,SALAS 103,86,CENTRO,ARROIO DO SAL,ARROIO DO SAL,RS,95585970
425058,RS,4301073,AC ARROIO DO PADRE,AVENIDA VINTE E CINCO DE JULHO,0,383,CENTRO,ARROIO DO PADRE,ARROIO DO PADRE,RS,96155971
20366,RS,4301008,AC ARROIO DO MEIO,RUA GENERAL DALTRO FILHO,0,137,CENTRO,ARROIO DO MEIO,ARROIO DO MEIO,RS,95940970
20419,RS,4300901,AC ARATIBA,RUA LUIS LOESER,SALA A,100,CENTRO,ARATIBA,ARATIBA,RS,99770970
37304,RS,4300877,AC ARARICA,AVENIDA JOSE ANTONIO DE OLIVEIRA NETO,0,281,CENTRO,ARARICA,ARARICA,RS,93880970
46803,RS,4300851,AC ARAMBARE,RUA ILDEFONSO PEREIRA,LOJA 99,91,CENTRO,ARAMBARE,ARAMBARE,RS,96178970
20464,RS,4300802,AC ANTONIO PRADO,TRAVESSA JOSE RIGON,0,75,CENTRO,ANTONIO PRADO,ANTONIO PRADO,RS,95250970
20463,RS,4300703,AC ANTA GORDA,RUA ARMINHO MIOTO,0,1194,CENTRO,ANTA GORDA,ANTA GORDA,RS,95980970
20680,RS,4300661,AC ANDRE DA ROCHA,AVENIDA MARCOLINO PEREIRA VIEIRA,SALAS 02,1437,CENTRO,ANDRE DA ROCHA,ANDRE DA ROCHA,RS,95310970
20775,RS,4305108,AC ANA RECH,AVENIDA RIO BRANCO,0,2743,ANA RECH,CAXIAS DO SUL,CAXIAS DO SUL,RS,95060970
47009,RS,4300646,AC AMETISTA DO SUL,RUA GUAPORE,0,133,CENTRO,AMETISTA DO SUL,AMETISTA DO SUL,RS,98465971
20658,RS,4300638,AC AMARAL FERRADOR,PRACA QUATRO DE MAIO,0,314,CENTRO,AMARAL FERRADOR,AMARAL FERRADOR,RS,96635970
20362,RS,4300604,AC ALVORADA,RUA ROBERTO DE SOUZA FEIJO,0,47,MARINGA,ALVORADA,ALVORADA,RS,94801970
62536,RS,4300570,AC ALTO FELIZ,AVENIDA A J RENNER,0,209,CENTRO,ALTO FELIZ,ALTO FELIZ,RS,95773970
20714,RS,4300554,AC ALTO ALEGRE,RUA RECREIO,0,233,CENTRO,ALTO ALEGRE,ALTO ALEGRE,RS,99430970
20622,RS,4300505,AC ALPESTRE,AVENIDA FARRAPOS,0,516,CENTRO,ALPESTRE,ALPESTRE,RS,98480970
426474,RS,4300471,AC ALMIRANTE TAMANDARE DO SUL,AV GENERAL LOPES DE OLIVEIRA,SALA 1,760,CENTRO,ALMIRANTE TAMANDARE DO SU,ALMIRANTE TAMANDARE DO SU,RS,99523971
20726,RS,4300455,AC ALEGRIA,RUA SAO MIGUEL,SALA 01,672,CENTRO,ALEGRIA,ALEGRIA,RS,98905970
20561,RS,4300406,AC ALEGRETE,RUA VENANCIO AIRES,0,539,CENTRO,ALEGRETE,ALEGRETE,RS,97541970
20601,RS,4300307,AC ALECRIM,RUA VEREADOR ADELMI COLOSSI,0,294,CENTRO,ALECRIM,ALECRIM,RS,98950970
20600,RS,4300208,AC AJURICABA,RUA OSCAR SCHMIDT,0,201,CENTRO,AJURICABA,AJURICABA,RS,98750970
20562,RS,4300109,AC AGUDO,AVENIDA TIRADENTES,0,1721,CENTRO,AGUDO,AGUDO,RS,96540970
60320,RS,4300059,AC AGUA SANTA,RUA PADRE JULIO MARIN,0,756,CENTRO,AGUA SANTA,AGUA SANTA,RS,99965971
51839,RS,4300034,AC ACEGUA,RUA QUINHENTOS E DEZ,0,788,CENTRO,ACEGUA,ACEGUA,RS,96445971
20363,RS,4322806,AC VERANOPOLIS,AVENIDA JULIO DE CASTILHOS,0,734,CENTRO,VERANOPOLIS,VERANOPOLIS,RS,95330970
20511,RS,4322707,AC VERA CRUZ,RUA ROBERTO GRUENDLING,SALAS 01,231,CENTRO,VERA CRUZ,VERA CRUZ,RS,96880970
20477,RS,4322509,AC VACARIA,RUA BORGES DE MEDEIROS,0,1466,CENTRO,VACARIA,VACARIA,RS,95200970
20410,RS,4321667,AC TRES CACHOEIRAS,RUA JOSE ROLIM DE MATOS,LOJA 5,59,CENTRO,TRES CACHOEIRAS,TRES CACHOEIRAS,RS,95580970
20472,RS,4321303,AC TAQUARI,RUA SETE DE SETEMBRO,0,1815,CENTRO,TAQUARI,TAQUARI,RS,95860970
20495,RS,4320404,AC SERAFINA CORREA,RUA IPIRANGA,SALAS 01,1347,CENTRO,SERAFINA CORREA,SERAFINA CORREA,RS,99250970
20485,RS,4319703,AC SAO VALENTIM,AVENIDA CASTELO BRANCO,0,689,CENTRO,SAO VALENTIM,SAO VALENTIM,RS,99640970
20653,RS,4319604,AC SAO SEPE,RUA PERCIVAL BRENNER,0,1519,CENTRO,SAO SEPE,SAO SEPE,RS,97340970
20461,RS,4318705,AC SAO LEOPOLDO,RUA SAO JOAQUIM,0,948,CENTRO,SAO LEOPOLDO,SAO LEOPOLDO,RS,93001970
425694,RS,4318465,AC SAO JOSE DO HERVAL,RUA DO COMERCIO,0,800,CENTRO,SAO JOSE DO HERVAL,SAO JOSE DO HERVAL,RS,99380971
20590,RS,4318101,AC SAO FRANCISCO DE ASSIS,RUA TREZE DE JANEIRO,0,885,CENTRO,SAO FRANCISCO DE ASSIS,SAO FRANCISCO DE ASSIS,RS,97610970
20587,RS,4317400,AC SANTIAGO,AVENIDA GETULIO VARGAS,0,1705,CENTRO,SANTIAGO,SANTIAGO,RS,97700970
20560,RS,4316907,AC SANTA MARIA,RUA VENANCIO AIRES,0,1742,CENTRO,SANTA MARIA,SANTA MARIA,RS,97010970
20586,RS,4316709,AC SANTA BARBARA DO SUL,AVENIDA CORONEL VICTOR DUMONCEL,0,731,CENTRO,SANTA BARBARA DO SUL,SANTA BARBARA DO SUL,RS,98240970
20688,RS,4315131,AC POUSO NOVO,AVENIDA BRASIL,SALAS 01,494,CENTRO,POUSO NOVO,POUSO NOVO,RS,95945970
63008,RS,4314779,AC PONTAO,AVENIDA JULIO MALHOS,0,1701,CENTRO,PONTAO,PONTAO,RS,99190971
61758,RS,4314548,AC PINTO BANDEIRA,RUA SETE DE SETEMBRO,0,1077,CENTRO,PINTO BANDEIRA,PINTO BANDEIRA,RS,95717970
20440,RS,4314407,AC PELOTAS,RUA TIRADENTES,0,2515,CENTRO,PELOTAS,PELOTAS,RS,96010971
20549,RS,4314902,AC PARTENON,AVENIDA BENTO GONCALVES,0,2080,PARTENON,PORTO ALEGRE,PORTO ALEGRE,RS,90651970
20579,RS,4313706,AC PALMEIRA DAS MISSOES,AVENIDA INDEPENDENCIA,0,1578,CENTRO,PALMEIRA DAS MISSOES,PALMEIRA DAS MISSOES,RS,98300970
46808,RS,4312443,AC MORRINHOS DO SUL,RUA ANTONIO JOSE CARLOS,0,22,CENTRO,MORRINHOS DO SUL,MORRINHOS DO SUL,RS,95577972
63007,RS,4311734,AC MAMPITUBA,AVENIDA HERCULANO LOPES,0,255,CENTRO,MAMPITUBA,MAMPITUBA,RS,95572971
20375,RS,4311627,AC LINDOLFO COLLOR,AVENIDA CAPIVARA,SALA 05,701,CENTRO,LINDOLFO COLLOR,LINDOLFO COLLOR,RS,93940970
46807,RS,4311254,AC LAGOAO,AVENIDA TOMAS COSTA,0,580,CENTRO,LAGOAO,LAGOAO,RS,99340970
20597,RS,4311155,AC JOIA,RUA BRASILINA TERRA,0,498,CENTRO,JOIA,JOIA,RS,98180970
20486,RS,4310306,AC ILOPOLIS,RUA DOS EXPEDICIONARIOS,0,1260,CENTRO,ILOPOLIS,ILOPOLIS,RS,95990970
20415,RS,4309308,AC GUAIBA,RUA CORONEL SERAFIM SILVA,0,136,CENTRO,GUAIBA,GUAIBA,RS,92704970
20536,RS,4308904,AC GETULIO VARGAS,AVENIDA BORGES DE MEDEIROS,0,523,CENTRO,GETULIO VARGAS,GETULIO VARGAS,RS,99900970
20627,RS,4305702,AC CONDOR,RUA COMERCIO,0,625,CENTRO,CONDOR,CONDOR,RS,98290970
56667,RS,4315602,AC CASSINO,AVENIDA RIO GRANDE,0,45,CASSINO,RIO GRANDE,RIO GRANDE,RS,96207970
20535,RS,4304705,AC CARAZINHO,AVENIDA FLORES DA CUNHA,0,1197,CENTRO,CARAZINHO,CARAZINHO,RS,99500970
20392,RS,4304606,AC CANOAS,RUA QUINZE DE JANEIRO,0,61,CENTRO,CANOAS,CANOAS,RS,92010970
20512,RS,4304507,AC CANGUCU,RUA JULIO DE CASTILHOS,0,1360,CENTRO,CANGUCU,CANGUCU,RS,96600970
20389,RS,4303905,AC CAMPO BOM,AVENIDA PRESIDENTE VARGAS,0,52,CENTRO,CAMPO BOM,CAMPO BOM,RS,93701970
20387,RS,4303509,AC CAMAQUA,AVENIDA OLAVO MORAES,0,837,CENTRO,CAMAQUA,CAMAQUA,RS,96780970
20498,RS,4302402,AC BOM RETIRO DO SUL,RUA SENADOR PINHEIRO MACHADO,0,195,CENTRO,BOM RETIRO DO SUL,BOM RETIRO DO SUL,RS,95870970
20602,RS,4301503,AC AUGUSTO PESTANA,RUA SAO FRANCISCO,0,340,CENTRO,AUGUSTO PESTANA,AUGUSTO PESTANA,RS,98740970
20383,RS,4301107,AC ARROIO DOS RATOS,AVENIDA ESPANHA,0,420,CENTRO,ARROIO DOS RATOS,ARROIO DOS RATOS,RS,96740970
62279,SC,4219853,AC ZORTEA,RUA ALCEU BORTOLI,0,335,IMIGRANTES,ZORTEA,ZORTEA,SC,89633971
22910,SC,4219705,AC XAXIM,AVENIDA PLINIO ARLINDO DE NES,Sala 1,1334,CENTRO,XAXIM,XAXIM,SC,89825970
22834,SC,4219507,AC XANXERE,RUA DOUTOR JOSE DE MIRANDA RAMOS,0,440,CENTRO,XANXERE,XANXERE,SC,89820970
22845,SC,4219408,AC WITMARSUM,RUA SETE DE SETEMBRO,0,1644,CENTRO,WITMARSUM,WITMARSUM,SC,89157970
22928,SC,4219358,AC VITOR MEIRELES,RUA SANTA CATARINA,0,2800,DAS LAGOAS,VITOR MEIRELES,VITOR MEIRELES,SC,89148970
22785,SC,4219309,AC VIDEIRA,RUA PEDRO ANDREAZZA,0,170,CENTRO,VIDEIRA,VIDEIRA,SC,89560970
22844,SC,4219200,AC VIDAL RAMOS,RUA CONSTANCIO KRUMMEL,0,98,CENTRO,VIDAL RAMOS,VIDAL RAMOS,SC,88443970
234924,SC,4202404,AC VICTOR KONDER,RUA SAO PAULO,SUPERMERCADO GIASSI,1277,VICTOR KONDER,BLUMENAU,BLUMENAU,SC,89012971
62227,SC,4219176,AC VARGEM BONITA,RUA SIDINEY ROMAN,0,127,CENTRO,VARGEM BONITA,VARGEM BONITA,SC,89675971
62421,SC,4219150,AC VARGEM,RUA RAFAEL MARCANTE,0,106,CENTRO,VARGEM,VARGEM,SC,89638971
22827,SC,4219002,AC URUSSANGA,RUA CESAR MARIOT,0,186,CENTRO,URUSSANGA,URUSSANGA,SC,88840970
22934,SC,4218954,AC URUPEMA,RUA ARTHUR PAGANI,0,40,CENTRO,URUPEMA,URUPEMA,SC,88625970
22843,SC,4218905,AC URUBICI,PRACA IRMA POLICARPA,0,48,CENTRO,URUBICI,URUBICI,SC,88650970
22927,SC,4218855,AC UNIAO DO OESTE,RUA CONCORDIA,0,650,CENTRO,UNIAO DO OESTE,UNIAO DO OESTE,SC,89845970
22808,SC,4218806,AC TURVO,RUA FREI GREGORIO DALMONTE,0,1399,CENTRO,TURVO,TURVO,SC,88930970
22933,SC,4218756,AC TUNAPOLIS,RUA CAARO,0,217,CENTRO,TUNAPOLIS,TUNAPOLIS,SC,89898970
22826,SC,4218707,AC TUBARAO,RUA CORONEL CABRAL,0,110,CENTRO,TUBARAO,TUBARAO,SC,88701970
22842,SC,4218608,AC TROMBUDO CENTRAL,RUA VALMOR MARCELINO,0,40,CENTRO,TROMBUDO CENTRAL,TROMBUDO CENTRAL,SC,89176970
22877,SC,4218509,AC TREZE TILIAS,RUA ANITA GARIBALDI,0,27,CENTRO,TREZE TILIAS,TREZE TILIAS,SC,89650970
22807,SC,4218400,AC TREZE DE MAIO,AVENIDA SETE DE SETEMBRO,LOJA 03,47,CENTRO,TREZE DE MAIO,TREZE DE MAIO,SC,88710970
63105,SC,4218350,AC TREVISO,RUA PROFESSOR JOSE ABATTI,0,137,CENTRO,TREVISO,TREVISO,SC,88862971
22876,SC,4218301,AC TRES BARRAS,AVENIDA SANTA CATARINA,0,640,CENTRO,TRES BARRAS,TRES BARRAS,SC,89490970
22926,SC,4218251,AC TIMBO GRANDE,RUA SAO JOSE,0,310,CENTRO,TIMBO GRANDE,TIMBO GRANDE,SC,89545970
22839,SC,4218202,AC TIMBO,RUA SETE DE SETEMBRO,0,533,CENTRO,TIMBO,TIMBO,SC,89120970
22805,SC,4218103,AC TIMBE DO SUL,RUA HERCILIO FONTANELLA,0,21,CENTRO,TIMBE DO SUL,TIMBE DO SUL,SC,88940970
22822,SC,4218004,AC TIJUCAS,RUA NERI FRANCISCO DE CAMPOS,0,50,CENTRO,TIJUCAS,TIJUCAS,SC,88200970
22875,SC,4217907,AC TANGARA,AVENIDA IRMAOS PICCOLI,0,306,CENTRO,TANGARA,TANGARA,SC,89642970
22819,SC,4217808,AC TAIO,RUA CORONEL FEDDERSEN,0,609,CENTRO,TAIO,TAIO,SC,89190970
62004,SC,4217758,AC SUL BRASIL,RUA DOUTOR JOSE LEAL FILHO,0,1064,CENTRO,SUL BRASIL,SUL BRASIL,SC,89855971
22804,SC,4217709,AC SOMBRIO,TRAVESSA CANDIDA MAGNUS DA ROSA,SALAS 01,11,CENTRO,SOMBRIO,SOMBRIO,SC,88960970
22803,SC,4217600,AC SIDEROPOLIS,RUA SIDERURGICA,0,97,CENTRO,SIDEROPOLIS,SIDEROPOLIS,SC,88860970
22932,SC,4217550,AC SERRA ALTA,RUA VINTE E OITO DE ABRIL,0,363,CENTRO,SERRA ALTA,SERRA ALTA,SC,89871970
22907,SC,4217501,AC SEARA,RUA BEIRA RIO,0,149,CENTRO,SEARA,SEARA,SC,89770970
22739,SC,4217402,AC SCHROEDER,RUA MARECHAL CASTELO BRANCO,0,3068,CENTRO,SCHROEDER,SCHROEDER,SC,89275970
22906,SC,4217303,AC SAUDADES,AVENIDA BRASIL,0,108,CENTRO,SAUDADES,SAUDADES,SC,89868970
58848,SC,4217253,AC SAO PEDRO DE ALCANTARA,PRACA LEOPOLDO FRANCISCO KRETZER,0,61,CENTRO,SAO PEDRO DE ALCANTARA,SAO PEDRO DE ALCANTARA,SC,88125971
22860,SC,4217204,AC SAO MIGUEL DO OESTE,RUA DUQUE DE CAXIAS,EDIFICIO,1372,CENTRO,SAO MIGUEL DO OESTE,SAO MIGUEL DO OESTE,SC,89900970
22802,SC,4217105,AC SAO MARTINHO,RUA FRANCISCO BECKHAUSEN,SALAS 2,273,CENTRO,SAO MARTINHO,SAO MARTINHO,SC,88765970
22800,SC,4217006,AC SAO LUDGERO,RUA JOAO WESSLER,SALA 5,109,CENTRO,SAO LUDGERO,SAO LUDGERO,SC,88730970
22905,SC,4216909,AC SAO LOURENCO DO OESTE,RUA DUQUE DE CAXIAS,0,323,CENTRO,SAO LOURENCO DO OESTE,SAO LOURENCO DO OESTE,SC,89990970
22841,SC,4216800,AC SAO JOSE DO CERRITO,RUA ANACLETO DA SILVA ORTIZ,0,184,CENTRO,SAO JOSE DO CERRITO,SAO JOSE DO CERRITO,SC,88570970
22812,SC,4216503,AC SAO JOAQUIM,RUA MARCOS BATISTA,0,520,CENTRO,SAO JOAQUIM,SAO JOAQUIM,SC,88600970
22798,SC,4216404,AC SAO JOAO DO SUL,RUA ALVARO ALEXANDRE CARDOZO,0,129,CENTRO,SAO JOAO DO SUL,SAO JOAO DO SUL,SC,88970970
235267,SC,4216354,AC SAO JOAO DO ITAPERIU,RUA JOSE EVILASIO RAMOS,0,25,CENTRO,SAO JOAO DO ITAPERIU,SAO JOAO DO ITAPERIU,SC,88395971
22770,SC,4216305,AC SAO JOAO BATISTA,RUA JOAO ANDREGTONI,0,102,CENTRO,SAO JOAO BATISTA,SAO JOAO BATISTA,SC,88240970
22810,SC,4216206,AC SAO FRANCISCO DO SUL,RUA BARAO DO RIO BRANCO,0,424,CENTRO,SAO FRANCISCO DO SUL,SAO FRANCISCO DO SUL,SC,89240970
22903,SC,4216107,AC SAO DOMINGOS,RUA MAJOR AZAMBUJA,0,389,CENTRO,SAO DOMINGOS,SAO DOMINGOS,SC,89835970
22773,SC,4216057,AC SAO CRISTOVAO DO SUL,"AVENIDA LIONS, 130",0,130,CENTRO,SAO CRISTOVAO DO SUL,SAO CRISTOVAO DO SUL,SC,89533970
22902,SC,4216008,AC SAO CARLOS,RUA MONTEIRO LOBATO,0,291,CENTRO,SAO CARLOS,SAO CARLOS,SC,89885970
22769,SC,4215901,AC SAO BONIFACIO,AVENIDA 29 DE DEZEMBRO,TERREO,660,CENTRO,SAO BONIFACIO,SAO BONIFACIO,SC,88485970
235265,SC,4215752,AC SAO BERNARDINO,RUA VERONICA SCHEID,0,,CENTRO,SAO BERNARDINO,SAO BERNARDINO,SC,89982971
22809,SC,4215802,AC SAO BENTO DO SUL,RUA VISCONDE DE TAUNAY,0,205,CENTRO,SAO BENTO DO SUL,SAO BENTO DO SUL,SC,89280970
62226,SC,4215679,AC SANTA TEREZINHA,RUA SANTA TEREZINHA,0,21,CENTRO,SANTA TEREZINHA,SANTA TEREZINHA,SC,89199972
22925,SC,4215653,AC SANTA ROSA DO SUL,RUA AUGUSTO DANIEL RAUPP,0,55,CENTRO,SANTA ROSA DO SUL,SANTA ROSA DO SUL,SC,88965970
22797,SC,4215604,AC SANTA ROSA DE LIMA,RUA GERMANO HERMESMEYER,0,258,CENTRO,SANTA ROSA DE LIMA,SANTA ROSA DE LIMA,SC,88763970
